Linux 3.10.0-1062.7.1.el7.x86_64 (server_rhel7.6) 	12/31/2019 	_x86_64_	(1 CPU)

12:00:01 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:40:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM    dev8-0      0.64      0.00     14.94     23.45      0.00      0.88      0.57      0.04
02:50:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-13      1.79      0.00     14.94      8.32      0.00      0.91      0.20      0.04
02:50:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM    dev8-0      0.93      0.00     25.04     26.97      0.00      0.90      0.54      0.05
03:00:02 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-13      2.78      0.00     25.04      8.99      0.00      0.88      0.18      0.05
03:00:02 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM    dev8-0      0.88      0.00     20.88     23.82      0.00      0.87      0.53      0.05
03:10:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-13      2.46      0.00     20.88      8.47      0.00      0.84      0.18      0.05
03:10:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM    dev8-0      0.64      0.00     15.01     23.58      0.00      0.79      0.48      0.03
03:20:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-13      1.80      0.00     15.01      8.33      0.00      0.79      0.17      0.03
03:20:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM    dev8-0      0.95      0.00     25.32     26.65      0.00      0.92      0.53      0.05
03:30:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-13      2.82      0.00     25.32      8.98      0.00      0.85      0.18      0.05
03:30:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM    dev8-0      0.66      0.00     15.49     23.63      0.00      0.91      0.57      0.04
03:40:02 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-13      1.86      0.00     15.49      8.33      0.00      0.83      0.20      0.04
03:40:02 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:02 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM    dev8-0      0.65      0.00     15.27     23.63      0.00      0.88      0.50      0.03
03:50:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-13      1.83      0.00     15.27      8.34      0.00      0.86      0.18      0.03
03:50:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM    dev8-0      0.84      0.00     22.64     26.81      0.00      0.96      0.57      0.05
04:00:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-13      2.46      0.00     22.64      9.21      0.00      0.99      0.20      0.05
04:00:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM    dev8-0      0.75      0.00     16.86     22.35      0.00      1.17      0.66      0.05
04:10:01 PM  dev253-0      0.01      0.00      0.05      8.00      0.00      0.50      0.25      0.00
04:10:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-13      2.00      0.00     16.80      8.41      0.00      1.09      0.25      0.05
04:10:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM    dev8-0      0.64      0.00     15.65     24.31      0.00      0.83      0.52      0.03
04:20:01 PM  dev253-0      0.03      0.00      0.27      8.00      0.00      0.75      0.40      0.00
04:20:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-13      1.85      0.00     15.38      8.32      0.00      0.80      0.17      0.03
04:20:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM    dev8-0      0.85      0.00     22.45     26.27      0.00      0.90      0.51      0.04
04:30:01 PM  dev253-0      0.05      0.00      0.38      8.00      0.00      0.93      0.14      0.00
04:30:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM  dev253-9      0.01      0.00      0.01      2.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-13      2.41      0.00     22.07      9.14      0.00      0.91      0.18      0.04
04:30:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM    dev8-0      0.67      0.00     15.62     23.42      0.00      0.93      0.62      0.04
04:40:01 PM  dev253-0      0.01      0.00      0.05      8.00      0.00      0.50      0.25      0.00
04:40:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-13      1.87      0.00     15.56      8.33      0.00      0.86      0.22      0.04
04:40:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM    dev8-0      0.67      0.00     15.92     23.76      0.00      0.83      0.51      0.03
04:50:01 PM  dev253-0      0.05      0.00      0.43      8.00      0.00      1.00      0.09      0.00
04:50:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-13      1.86      0.00     15.48      8.33      0.00      0.79      0.18      0.03
04:50:01 PM dev253-14      0.01      0.00      0.01      2.00      0.00      0.25      0.25      0.00
04:50:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM    dev8-0      0.87      0.00     22.16     25.58      0.00      0.83      0.49      0.04
05:00:01 PM  dev253-0      0.04      0.00      0.31      8.00      0.00      0.78      0.17      0.00
05:00:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-13      2.40      0.00     21.85      9.12      0.00      0.79      0.17      0.04
05:00:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM    dev8-0      0.68      0.00     15.96     23.45      0.00      0.88      0.50      0.03
05:10:01 PM  dev253-0      0.03      0.00      0.25      8.00      0.00      1.00      0.21      0.00
05:10:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-13      1.88      0.00     15.70      8.33      0.00      0.83      0.18      0.03
05:10:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM    dev8-0      0.78      0.00     17.74     22.81      0.00      1.25      0.80      0.06
05:20:01 PM  dev253-0      0.01      0.00      0.05      8.00      0.00     46.25     23.25      0.02
05:20:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-13      2.11      0.00     17.69      8.39      0.00      1.07      0.22      0.05
05:20:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM    dev8-0      0.85      0.00     22.17     26.13      0.00      0.81      0.47      0.04
05:30:01 PM  dev253-0      0.02      0.00      0.13      8.00      0.00      0.50      0.10      0.00
05:30:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM  dev253-7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM  dev253-9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-13      2.41      0.00     22.03      9.16      0.00      0.88      0.17      0.04
05:30:01 PM dev253-14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM dev253-23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 PM    dev2-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 PM    dev8-0      0.63      0.00     15.16     24.00      0.00      1.06      0.61      0.04
05:40:01 PM  dev253-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 PM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 PM  dev253-5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
