Linux 2.6.18-398.el5 (server_rhel5) 	01/05/2020

12:00:01 AM    proc/s
12:10:01 AM     76.83
12:20:01 AM    107.17
12:30:01 AM    105.19
12:40:01 AM    110.02
12:50:01 AM     15.20
01:00:01 AM     89.41
01:10:01 AM     65.69
01:20:01 AM     41.29
01:30:01 AM     22.27
01:40:01 AM     20.21
01:50:01 AM     75.95
02:00:01 AM    175.05
Average:        75.36

12:00:01 AM   cswch/s
12:10:01 AM   5551.93
12:20:01 AM   5974.30
12:30:01 AM   6288.31
12:40:01 AM   5940.90
12:50:01 AM   4240.95
01:00:01 AM   4651.12
01:10:01 AM   5831.87
01:20:01 AM   6065.06
01:30:01 AM   4515.08
01:40:01 AM   4092.01
01:50:01 AM   8262.38
02:00:01 AM   9662.14
Average:      5922.82

12:00:01 AM       CPU     %user     %nice   %system   %iowait    %steal     %idle
12:50:01 AM      eth2     54.03     30.86   4984.01 228781.07      0.00      0.00      0.00
12:50:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM        lo     17.85     17.85  51904.81  51904.81      0.00      0.00      0.00
01:00:01 AM      eth0    660.71    674.52 115883.18 831380.74      0.00      0.00      0.00
01:00:01 AM      eth1    727.83    668.60 219250.28 411847.59      0.00      0.00      0.00
01:00:01 AM      eth2     59.80     31.50   5463.24 237630.68      0.00      0.00      0.00
01:00:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM        lo     51.01     51.01  61499.72  61499.72      0.00      0.00      0.00
01:10:01 AM      eth0    591.41    601.66 123813.20 325643.91      0.00      0.00      0.00
01:10:01 AM      eth1    990.15   1067.48 128789.62 371831.51      0.00      0.00      0.00
01:10:01 AM      eth2     59.32     42.72   6592.67 232421.13      0.00      0.00      0.00
01:10:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM        lo     46.31     46.31  40764.49  40764.49      0.00      0.00      0.00
01:20:01 AM      eth0    827.91    748.55 247680.78 774341.70      0.00      0.00      0.00
01:20:01 AM      eth1    728.40    756.68 132573.51 229753.43      0.00      0.00      0.00
01:20:01 AM      eth2    346.20    141.77 1200306.40 1179801.87      0.00      0.00      0.00
01:20:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM        lo     17.00     17.00  17531.64  17531.64      0.00      0.00      0.00
01:30:01 AM      eth0    579.89    603.88 107984.11 614646.49      0.00      0.00      0.00
01:30:01 AM      eth1    508.24    520.82 138024.67 136611.27      0.00      0.00      0.00
01:30:01 AM      eth2    847.87    377.31 2951678.39 9220140.62      0.00      0.00      0.00
01:30:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM        lo      8.47      8.47   8837.38   8837.38      0.00      0.00      0.00
01:40:01 AM      eth0    711.11    628.38 215058.94 627908.78      0.00      0.00      0.00
01:40:01 AM      eth1    338.85    320.58 122850.82  78022.77      0.00      0.00      0.00
01:40:01 AM      eth2     79.59     74.89  10399.79 591137.68      0.00      0.00      0.00
01:40:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM        lo     26.67     26.67  55260.24  55260.24      0.00      0.00      0.00
01:50:01 AM      eth0    812.28    770.46 237872.15 439707.61      0.00      0.00      0.00
01:50:01 AM      eth1   1150.01   1269.52 187773.41 426069.88      0.00      0.00      0.00
01:50:01 AM      eth2     39.21     32.57   3955.10 273445.92      0.00      0.00      0.00
01:50:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM        lo     43.24     43.24  67300.29  67300.29      0.00      0.00      0.00
02:00:01 AM      eth0    823.92    894.77 152562.05 948041.62      0.00      0.00      0.00
02:00:01 AM      eth1   1213.14   1307.99 248731.16 470635.67      0.00      0.00      0.00
02:00:01 AM      eth2     41.68     35.61   4293.72 313316.55      0.00      0.00      0.00
02:00:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:           lo     25.32     25.32  50440.88  50440.88      0.00      0.00      0.00
Average:         eth0    774.56    750.73 194456.25 678424.96      0.00      0.00      0.00
Average:         eth1    756.23    753.54 186995.33 361833.68      0.00      0.00      0.00
Average:         eth2    154.91     74.19 358287.02 1101047.36      0.00      0.00      0.00
Average:         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

12:00:01 AM     IFACE   rxerr/s   txerr/s    coll/s  rxdrop/s  txdrop/s  txcarr/s  rxfram/s  rxfifo/s  txfifo/s
12:10:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM      eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM      eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM      sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:         eth0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

12:00:01 AM    call/s retrans/s    read/s   write/s  access/s  getatt/s
12:10:01 AM    321.16      0.00      0.00      0.00      1.16    319.95
12:20:01 AM    329.99      0.00      0.00      0.00      1.16    328.77
12:30:01 AM    347.63      0.00      0.00      0.00      1.17    346.40
12:40:01 AM    321.02      0.00      0.00      0.00      1.19    319.83
12:50:01 AM    357.36      0.00      0.00      0.00      1.18    356.11
01:00:01 AM    343.54      0.00      0.00      0.00      1.18    342.31
01:10:01 AM    274.03      0.00      0.00      0.00      1.06    272.91
01:20:01 AM    337.71      0.00      0.00      0.00      1.30    336.13
01:30:01 AM    319.15      0.00      0.00      0.00      1.27    317.48
01:40:01 AM    335.22      0.00      0.00      0.00      1.24    333.82
01:50:01 AM    326.94      0.00      0.00      0.00      1.25    325.58
02:00:01 AM    330.77      0.00      0.00      0.00      1.24    329.36
Average:       328.71      0.00      0.00      0.00      1.20    327.39

12:00:01 AM   scall/s badcall/s  packet/s     udp/s     tcp/s     hit/s    miss/s   sread/s  swrite/s saccess/s sgetatt/s
12:10:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM      0.05      0.00      0.05      0.01      0.04      0.00      0.00      0.00      0.00      0.00      0.01
01:30:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

12:00:01 AM  pgpgin/s pgpgout/s   fault/s  majflt/s
12:10:01 AM   2883.97   2852.03  36742.24     78.28
12:20:01 AM   2448.57   3139.54  52816.79     31.78
12:30:01 AM   2182.65   3096.32  50280.18     10.48
12:40:01 AM   2202.97   3016.87  50699.23     14.43
12:50:01 AM   2075.04   1240.56  10069.23      3.43
01:00:01 AM   2084.34    991.44  28523.50      0.07
01:10:01 AM   3639.76   2431.90  28914.11    145.65
01:20:01 AM  23862.74   2644.19  22698.41    121.07
01:30:01 AM  35496.24   1924.63  12526.95     39.43
01:40:01 AM  14807.68   1850.37   9818.36     33.75
01:50:01 AM   4138.74   2546.17  37027.55    167.75
02:00:01 AM   4656.47   2996.40  67181.24    184.61
Average:      8373.34   2394.15  33941.81     69.22

12:00:01 AM kbmemfree kbmemused  %memused kbbuffers  kbcached kbswpfree kbswpused  %swpused  kbswpcad
12:10:01 AM     50352   8123696     99.38   1741620   3324260     86576    437704     83.49      5244
12:20:01 AM    377200   7796848     95.39   1530648   3212632    132900    391380     74.65     82484
12:30:01 AM    197376   7976672     97.59   1548220   3565928    132900    391380     74.65     82716
12:40:01 AM    109744   8064304     98.66   1466988   3786184    138716    385564     73.54     83124
12:50:01 AM     66824   8107224     99.18   1460788   3818244    141484    382796     73.01     60416
01:00:01 AM     45624   8128424     99.44   1538856   3640408    141484    382796     73.01     41772
01:10:01 AM     46484   8127564     99.43   1763632   3477320    150188    374092     71.35     55436
01:20:01 AM     47868   8126180     99.41    521064   4929512    201008    323272     61.66      6092
01:30:01 AM     71720   8102328     99.12    495696   5257540    205964    318316     60.71      3712
01:40:01 AM     48960   8125088     99.40    950648   5339140    204048    320232     61.08      5564
01:50:01 AM     56956   8117092     99.30   2573740   2269856    205336    318944     60.83      3304
02:00:01 AM     46932   8127116     99.43   2615832   1476156    210228    314052     59.90      3440
Average:        97170   8076878     98.81   1517311   3674765    162569    361711     68.99     36109

12:00:01 AM dentunusd   file-sz  inode-sz  super-sz %super-sz  dquot-sz %dquot-sz  rtsig-sz %rtsig-sz
12:10:01 AM   1077599      3060    905507         0      0.00         0      0.00         0      0.00
12:20:01 AM   1001095      9180    834748         0      0.00         0      0.00         0      0.00
12:30:01 AM   1063943      5610    849977         0      0.00         0      0.00         0      0.00
12:40:01 AM   1124404      4080    896956         0      0.00         0      0.00         0      0.00
12:50:01 AM   1025344      2550    916910         0      0.00         0      0.00         0      0.00
01:00:01 AM    960216      3060    912612         0      0.00         0      0.00         0      0.00
01:10:01 AM   1086843      4590   1014869         0      0.00         0      0.00         0      0.00
01:20:01 AM    364121      4080    370980         0      0.00         0      0.00         0      0.00
01:30:01 AM    285901      4080    281386         0      0.00         0      0.00         0      0.00
01:40:01 AM    426575      6120    421072         0      0.00         0      0.00         0      0.00
01:50:01 AM   1489096      4590   1429224         0      0.00         0      0.00         0      0.00
02:00:01 AM   1871828      6630   1808643         0      0.00         0      0.00         0      0.00
Average:       981414      4802    886907         0      0.00         0      0.00         0      0.00

12:00:01 AM    totsck    tcpsck    udpsck    rawsck   ip-frag
12:10:01 AM       421        95        18         5         0
12:20:01 AM       525       211        18         2         0
12:30:01 AM       523       170        18        41         0
12:40:01 AM       488        97        18        72         0
12:50:01 AM       399        84        18         1         0
01:00:01 AM       413        88        18         1         0
01:10:01 AM       483       111        18        33         0
01:20:01 AM       445        92        18         1         0
01:30:01 AM       419        86        18         1         0
01:40:01 AM       500       159        18         9         0
01:50:01 AM       445       106        18        17         0
02:00:01 AM       551       165        18        67         0
Average:          468       122        18        21         0

12:00:01 AM   runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15
12:10:01 AM         8       441      4.63      4.39      4.40
12:20:01 AM         9       709      6.23      5.07      4.54
12:30:01 AM        12       646      3.89      4.64      4.62
12:40:01 AM         4       567      4.64      5.41      5.19
12:50:01 AM         9       396      2.27      2.68      3.82
01:00:01 AM        11       412      1.74      2.07      3.00
01:10:01 AM        14       503      5.87      4.46      3.62
01:20:01 AM         8       423      4.31      4.57      4.19
01:30:01 AM        12       439      3.79      4.14      4.13
01:40:01 AM         6       563      3.39      3.68      3.90
01:50:01 AM        20       467      5.72      5.14      4.46
02:00:01 AM        16       687      6.95      6.52      5.53
Average:           11       521      4.45      4.40      4.28

02:01:59 AM       LINUX RESTART

02:10:01 AM    proc/s
02:20:01 AM      1.05
02:30:01 AM     39.37
02:40:01 AM    104.94
